Código IES;Instituição(IES);Sigla;Categoria Administrativa;Código Curso;Nome do Curso;Grau;Modalidade;CC;Ano CC;CPC;Ano CPC;ENADE;Ano ENADE;IDD;Ano IDD;Vagas Autorizadas;Data início funcionamento;Data Ato de Criação;Situação;Código Área Geral CINE;Área Geral CINE;Código Área Específica CINE;Área Específica CINE;Código Área Detalhada CINE;Área Detalhada CINE;Código Rótulo CINE;Rótulo CINE
38;UNIVERSIDADE DO ESTADO DO PARÁ;UEPA;Pública Estadual;1272168;MEDICINA;Bacharelado;Presencial;-;;-;;5;2025;-;;40;19/11/2020;23/10/2013;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
38;UNIVERSIDADE DO ESTADO DO PARÁ;UEPA;Pública Estadual;1349562;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;30;17/02/2014;04/02/2016;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
40;UNIVERSIDADE DO ESTADO DA BAHIA;UNEB;Pública Estadual;1187646;MEDICINA;Bacharelado;Presencial;-;;4;2023;4;2025;3;2023;60;18/04/2012;-;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
40;UNIVERSIDADE DO ESTADO DA BAHIA;UNEB;Pública Estadual;1376432;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;40;Não iniciado;15/08/2013;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
43;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;UDESC;Pública Estadual;2535;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;4;2023;5;2023;4;2023;80;01/03/1973;06/04/1973;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
47;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;Pública Estadual;1441399;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;4;2023;3;2023;3;2023;30;01/01/2017;06/09/2016;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
47;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;Pública Estadual;1458090;MEDICINA;Bacharelado;Presencial;-;;3;2023;4;2025;2;2023;24;01/08/2018;28/06/2017;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
47;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;Pública Estadual;1619938;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;30;08/01/2026;09/12/2022;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
54;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;Pública Estadual;2695;MEDICINA;Bacharelado;Presencial;-;;4;2023;5;2025;4;2023;110;01/03/1963;25/11/1958;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
55;UNIVERSIDADE DE SÃO PAULO;USP;Pública Estadual;2877;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;80;25/01/1934;03/09/1934;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
55;UNIVERSIDADE DE SÃO PAULO;USP;Pública Estadual;2918;MEDICINA;Bacharelado;Presencial;-;;-;;5;2025;-;;175;01/04/1913;07/12/1922;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
55;UNIVERSIDADE DE SÃO PAULO;USP;Pública Estadual;123645;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;60;01/01/2009;17/06/2008;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
55;UNIVERSIDADE DE SÃO PAULO;USP;Pública Estadual;1404416;MEDICINA;Bacharelado;Presencial;-;;-;;5;2025;-;;60;Não iniciado;04/07/2017;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
55;UNIVERSIDADE DE SÃO PAULO;USP;Pública Estadual;5000841;MEDICINA;Bacharelado;Presencial;-;;-;;5;2025;-;;100;17/04/1952;-;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Pública Estadual;3140;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;4;2023;5;2023;3;2023;50;25/10/1971;25/10/1971;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Pública Estadual;3148;MEDICINA;Bacharelado;Presencial;-;;4;2023;5;2025;4;2023;90;22/04/1963;22/07/1962;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Pública Estadual;3176;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;4;2023;5;2023;3;2023;60;22/04/1963;22/07/1962;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Pública Estadual;3221;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;5;2023;5;2023;4;2023;45;23/02/1990;30/06/1988;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
57;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;Pública Estadual;3418;MEDICINA;Bacharelado;Presencial;-;;4;2023;5;2025;4;2023;40;15/08/1988;12/08/1987;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
57;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;Pública Estadual;58202;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;4;2023;4;2023;3;2023;40;05/08/2002;07/05/2002;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
57;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;Pública Estadual;1146846;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;40;01/01/2010;-;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
57;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;Pública Estadual;5000540;BIOMEDICINA;Bacharelado;Presencial;-;;5;2023;5;2023;4;2023;40;23/11/2009;23/11/2009;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
60;CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA;UNI-FACEF;Especial;1314146;MEDICINA;Bacharelado;Presencial;-;;4;2023;5;2025;5;2023;66;19/01/2015;18/09/2014;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
68;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS;FAFIPE;Privada sem fins lucrativos;1453564;MEDICINA;Bacharelado;Presencial;4;2024;2;2023;2;2025;2;2023;66;01/08/2018;17/07/2018;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
68;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS;FAFIPE;Privada sem fins lucrativos;1602535;BIOMEDICINA;Bacharelado;Presencial;4;2023;-;;-;;-;;60;05/02/2024;16/10/2023;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
71;UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE;UERN;Pública Estadual;72417;MEDICINA;Bacharelado;Presencial;-;;3;2023;4;2025;3;2023;60;18/10/2004;11/01/2002;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
74;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE SÃO JOSÉ DO RIO PARDO;FFCL;Pública Municipal;1475524;BIOMEDICINA;Bacharelado;Presencial;-;;2;2023;2;2023;2;2023;60;Não iniciado;21/12/2017;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
76;UNIVERSIDADE REGIONAL DE BLUMENAU;FURB;Pública Municipal;3677;MEDICINA;Bacharelado;Presencial;-;;3;2023;3;2025;2;2023;90;05/03/1990;11/07/1989;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
76;UNIVERSIDADE REGIONAL DE BLUMENAU;FURB;Pública Municipal;90053;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;3;2023;4;2023;3;2023;80;06/02/2006;19/12/2005;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
76;UNIVERSIDADE REGIONAL DE BLUMENAU;FURB;Pública Municipal;1172591;BIOMEDICINA;Bacharelado;Presencial;-;;3;2023;3;2023;3;2023;120;27/02/2012;-;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
80;CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ;UNIDAVI;Privada sem fins lucrativos;1385521;MEDICINA;Bacharelado;Presencial;5;2023;SC;2023;4;2025;SC;2023;100;24/07/2017;12/07/2016;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
80;CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ;UNIDAVI;Privada sem fins lucrativos;1612510;BIOMEDICINA;Bacharelado;A Distância;-;;-;;-;;-;;120;13/02/2023;09/09/2022;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
80;CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ;UNIDAVI;Privada sem fins lucrativos;1618035;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;50;13/02/2023;17/11/2022;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
80;CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ;UNIDAVI;Privada sem fins lucrativos;1701339;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;60;Não iniciado;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
81;UNIVERSIDADE DA REGIÃO DE JOINVILLE;UNIVILLE;Privada sem fins lucrativos;20058;MEDICINA;Bacharelado;Presencial;4;2025;3;2023;3;2025;2;2023;96;01/03/1999;10/09/1998;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
81;UNIVERSIDADE DA REGIÃO DE JOINVILLE;UNIVILLE;Privada sem fins lucrativos;1659580;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;50;04/03/2024;16/10/2023;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Privada sem fins lucrativos;60216;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2018;4;2023;4;2023;4;2023;70;18/02/2002;30/05/2001;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Privada sem fins lucrativos;69624;MEDICINA;Bacharelado;Presencial;5;2024;3;2023;4;2025;3;2023;60;16/02/2004;22/08/2001;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Privada sem fins lucrativos;90016;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;30;13/02/2006;09/09/2005;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Privada sem fins lucrativos;1261815;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2017;5;2023;4;2023;5;2023;80;17/02/2014;28/08/2013;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Privada sem fins lucrativos;1314144;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2017;4;2023;3;2023;4;2023;70;20/11/2014;13/11/2013;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Privada sem fins lucrativos;1618171;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;40;13/02/2023;18/11/2022;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Privada sem fins lucrativos;1618172;BIOMEDICINA;Bacharelado;Presencial;5;2024;-;;-;;-;;40;13/02/2023;18/11/2022;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Privada sem fins lucrativos;1618173;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;40;13/02/2023;18/11/2022;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Privada sem fins lucrativos;1618176;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;40;13/02/2023;18/11/2022;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Privada sem fins lucrativos;1618191;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;40;13/02/2023;18/11/2022;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
83;UNIVERSIDADE DO VALE DO ITAJAÍ;UNIVALI;Privada sem fins lucrativos;19434;MEDICINA;Bacharelado;Presencial;5;2024;3;2023;4;2025;4;2023;74;21/03/1998;07/04/1997;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
83;UNIVERSIDADE DO VALE DO ITAJAÍ;UNIVALI;Privada sem fins lucrativos;1140817;BIOMEDICINA;Bacharelado;Presencial;4;2013;4;2023;3;2023;3;2023;170;06/06/2010;-;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
87;CENTRO UNIVERSITÁRIO DE BRUSQUE;UNIFEBE;Privada sem fins lucrativos;5001450;MEDICINA;Bacharelado;Presencial;4;2022;-;;3;2025;-;;120;12/02/2019;03/04/2018;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
89;FUNDAÇÃO FACULDADES LUIZ MENEGHEL;FFALM;Pública Estadual;54397;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;80;07/02/2000;-;Extinto;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
93;FACULDADE DE MEDICINA DE JUNDIAÍ;FMJ;Pública Municipal;4082;MEDICINA;Bacharelado;Presencial;-;;4;2023;5;2025;4;2023;120;24/03/1969;06/12/1968;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
107;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI;UFSJ;Pública Federal;120983;MEDICINA;Bacharelado;Presencial;5;2024;SC;2023;4;2025;SC;2023;60;02/04/2008;06/08/2007;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
107;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI;UFSJ;Pública Federal;1080498;MEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;0;03/03/2009;21/11/2011;Extinto;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
107;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI;UFSJ;Pública Federal;1216474;MEDICINA;Bacharelado;Presencial;5;2022;3;2023;4;2025;2;2023;40;17/03/2014;12/12/2013;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
124;UNIVERSIDADE DE ARARAQUARA;UNIARA;Privada sem fins lucrativos;38564;BIOMEDICINA;Bacharelado;Presencial;3;2008;4;2023;4;2023;4;2023;140;02/08/1999;11/03/1999;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
124;UNIVERSIDADE DE ARARAQUARA;UNIARA;Privada sem fins lucrativos;87941;MEDICINA;Bacharelado;Presencial;5;2025;3;2023;3;2025;3;2023;150;01/03/2006;21/09/2005;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
124;UNIVERSIDADE DE ARARAQUARA;UNIARA;Privada sem fins lucrativos;1364211;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2024;3;2023;3;2023;2;2023;240;02/03/2017;06/07/2016;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
124;UNIVERSIDADE DE ARARAQUARA;UNIARA;Privada sem fins lucrativos;1480196;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;70;07/03/2022;12/01/2021;Em Atividade;;;;;;;;
125;CENTRO UNIVERSITÁRIO DE ARARAS -;UNAR;Privada sem fins lucrativos;1526525;MEDICINA VETERINÁRIA;Bacharelado;Presencial;3;2024;-;;-;;-;;80;30/03/2020;30/03/2020;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
135;Claretiano - Centro Universitário;CLARETIANOBT;Privada sem fins lucrativos;1331997;BIOMEDICINA;Bacharelado;A Distância;5;2022;3;2023;1;2023;2;2023;200;01/02/2016;10/08/2015;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
135;Claretiano - Centro Universitário;CLARETIANOBT;Privada sem fins lucrativos;1550064;MEDICINA VETERINÁRIA;Bacharelado;A Distância;-;;-;;-;;-;;300;Não iniciado;12/09/2020;Extinto;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
135;Claretiano - Centro Universitário;CLARETIANOBT;Privada sem fins lucrativos;1676769;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;80;Não iniciado;28/06/2024;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
135;Claretiano - Centro Universitário;CLARETIANOBT;Privada sem fins lucrativos;1701348;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;200;26/01/2026;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
137;CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO;UNISAGRADO;Privada sem fins lucrativos;1149330;BIOMEDICINA;Bacharelado;Presencial;4;2018;5;2023;4;2023;5;2023;90;01/02/2011;27/01/2011;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
138;CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ;CBM;Privada sem fins lucrativos;19014;MEDICINA VETERINÁRIA;Bacharelado;Presencial;3;2008;4;2023;4;2023;3;2023;100;01/08/1998;28/05/1998;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
138;CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ;CBM;Privada sem fins lucrativos;19850;MEDICINA;Bacharelado;Presencial;5;2025;4;2023;4;2025;4;2023;110;01/06/1999;17/02/1999;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
138;CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ;CBM;Privada sem fins lucrativos;117342;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;60;01/02/2004;18/12/2003;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
138;CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ;CBM;Privada sem fins lucrativos;117344;BIOMEDICINA;Bacharelado;Presencial;4;2017;4;2023;4;2023;4;2023;120;01/08/1970;08/07/1972;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
140;UNIVERSIDADE DE VASSOURAS;UNIVASSOURAS;Privada sem fins lucrativos;1660453;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;240;30/10/2023;30/10/2023;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
140;UNIVERSIDADE DE VASSOURAS;UNIVASSOURAS;Privada sem fins lucrativos;1660742;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;150;30/10/2023;03/11/2023;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
140;UNIVERSIDADE DE VASSOURAS;UNIVASSOURAS;;1713582;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;200;Não iniciado;-;Em Atividade;;;;;;;;
140;UNIVERSIDADE DE VASSOURAS;-;Privada sem fins lucrativos;4503;MEDICINA;Bacharelado;Presencial;5;2025;4;2023;3;2025;5;2023;280;01/07/1969;19/12/1968;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
140;UNIVERSIDADE DE VASSOURAS;-;Privada sem fins lucrativos;67036;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;60;28/07/2003;26/02/2003;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
140;UNIVERSIDADE DE VASSOURAS;-;Privada sem fins lucrativos;74028;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2009;3;2023;3;2023;3;2023;230;09/02/2004;11/09/2003;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Privada sem fins lucrativos;1178612;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2023;2;2023;2;2023;1;2023;320;04/02/2012;01/09/2011;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Privada sem fins lucrativos;1600556;BIOMEDICINA;Bacharelado;Presencial;5;2025;-;;-;;-;;300;14/02/2022;14/02/2022;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
143;UNIVERSIDADE DE UBERABA;UNIUBE;Privada sem fins lucrativos;18572;MEDICINA VETERINÁRIA;Bacharelado;Presencial;4;2015;4;2023;4;2023;5;2023;240;01/08/1997;08/04/1997;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
143;UNIVERSIDADE DE UBERABA;UNIUBE;Privada sem fins lucrativos;18578;BIOMEDICINA;Bacharelado;Presencial;-;;-;;-;;-;;130;01/08/1997;08/04/1997;Extinto;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
143;UNIVERSIDADE DE UBERABA;UNIUBE;Privada sem fins lucrativos;20360;MEDICINA;Bacharelado;Presencial;4;2025;3;2023;4;2025;3;2023;120;01/02/2000;08/04/1997;Em Atividade;9;Saúde e bem-estar;91;Saúde;912;Medicina;0912M01;Medicina
143;UNIVERSIDADE DE UBERABA;UNIUBE;Privada sem fins lucrativos;1596126;BIOMEDICINA;Bacharelado;A Distância;5;2024;-;;-;;-;;500;05/03/2022;26/10/2021;Em Extinção;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
143;UNIVERSIDADE DE UBERABA;UNIUBE;Privada sem fins lucrativos;1676631;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;150;05/08/2024;21/06/2024;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
143;UNIVERSIDADE DE UBERABA;UNIUBE;Privada sem fins lucrativos;1701354;BIOMEDICINA;Bacharelado;Semipresencial;-;;-;;-;;-;;600;Não iniciado;25/09/2025;Em Atividade;9;Saúde e bem-estar;91;Saúde;914;Tecnologia de diagnóstico e tratamento médico;0914B01;Biomedicina
143;UNIVERSIDADE DE UBERABA;UNIUBE;;1727616;MEDICINA VETERINÁRIA;Bacharelado;Semipresencial;-;;-;;-;;-;;400;Não iniciado;-;Em Atividade;;;;;;;;
146;CENTRO UNIVERSITÁRIO DE RIO PRETO;UNIRP;Privada com fins lucrativos;4679;MEDICINA VETERINÁRIA;Bacharelado;Presencial;3;2008;3;2023;3;2023;3;2023;400;01/02/1996;21/11/1995;Em Atividade;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
146;CENTRO UNIVERSITÁRIO DE RIO PRETO;UNIRP;Privada com fins lucrativos;1121277;MEDICINA VETERINÁRIA;Bacharelado;Presencial;-;;-;;-;;-;;680;01/02/2010;-;Extinto;8;Agricultura, silvicultura, pesca e veterinária;84;Veterinária;841;Veterinária;0841M01;Medicina veterinária
