Ano;Semestre;Nome Mantenedora;CÛdigo e-MEC da Mantenedora;CNPJ da mantenedora;Nome da IES;CÛdigo e-MEC da IES;OrganizaÁ„o AcadÍmica da IES;UF da IES;MunicÌpio da IES;Nome do Local de oferta;CÛdigo do Local de Oferta;MunicÌpio do Local de Oferta;UF do Local de Oferta;Nome da Microregi„o;CÛdigo da Microregi„o;CÛdigo da Mesorregi„o;Nome da Mesorregi„o;¡rea do conhecimento;Sub·rea do conhecimento;CÛd. Do Grupo de PreferÍncia; Nota de Corte GP ;CÛdigo do Curso;Nome do Curso;Turno;Grau;Conceito;Vagas autorizadas e-mec;Vagas ofertadas FIES;Vagas alÈm da Oferta;Vagas ocupadas; Valor bruto do curso ; 1 Semestre Bruto ; 2 Semestre Bruto ; 3 Semestre Bruto ; 4 Semestre Bruto ; 5 Semestre Bruto ; 6 Semestre Bruto ; 7 Semestre Bruto ; 8 Semestre Bruto ; 9 Semestre Bruto ; 10 Semestre Bruto ; 11 Semestre Bruto ; 12 Semestre Bruto ; Valor do curso para o Fies ; 1 Semestre Fies ; 2 Semestre Fies ; 3 Semestre Fies ; 4 Semestre Fies ; 5 Semestre Fies ; 6 Semestre Fies ; 7 Semestre Fies ; 8 Semestre Fies ; 9 Semestre Fies ; 10 Semestre Fies ; 11 Semestre Fies ; 12 Semestre Fies 
2021;1;INSTITUTO EDUCACIONAL ALMENARA LTDA - EPP;2371;05598350000115;Faculdade Presidente AntÙnio Carlos de TeÛfilo Otoni;14156;Faculdade ;MG;TeÛfilo Otoni;UNIDADE SEDE;1044463;TeÛfilo Otoni;MG;TeÛfilo Otoni;31015;3104;Vale do Mucuri;CURSOS NAO PRIORITARIOS;DIREITO, COM…RCIO EXTERIOR, BIBLIOTECONOMIA E CURSOS RELACIONADOS;119582; 611,64 ;91966;DIREITO;NOTURNO;Bacharelado;5;240;60;0;9; 91.446,00 ; 8.994,00 ; 8.994,00 ; 9.444,00 ; 9.270,00 ; 9.444,00 ; 9.270,00 ; 9.444,00 ; 9.270,00 ; 8.814,00 ; 8.502,00 ; -   ; -   ; 91.446,00 ; 8.994,00 ; 8.994,00 ; 9.444,00 ; 9.270,00 ; 9.444,00 ; 9.270,00 ; 9.444,00 ; 9.270,00 ; 8.814,00 ; 8.502,00 ; -   ; -   
2021;1;UB UNISAOLUIS EDUCACIONAL S.A;1042;03186792000129;CENTRO UNIVERSIT¡RIO EST¡CIO DE S√O LUÕS;1590;Centro Universit·rio;MA;S„o LuÌs;S√O LUÕS;707738;S„o LuÌs;MA;AglomeraÁ„o Urbana de S„o LuÌs;21002;2101;Norte Maranhense;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;ENGENHARIA MEC¬NICA, AERON¡UTICA, NAVAL E CURSOS RELACIONADOS;118269; 480,94 ;1536235;ENGENHARIA MEC¬NICA;MATUTINO;Bacharelado;Autorizado;60;15;45;0; 73.705,70 ; 7.370,57 ; 7.370,57 ; 7.370,57 ; 7.370,57 ; 7.370,57 ; 7.370,57 ; 7.370,57 ; 7.370,57 ; 7.370,57 ; 7.370,57 ; -   ; -   ; 51.594,00 ; 5.159,40 ; 5.159,40 ; 5.159,40 ; 5.159,40 ; 5.159,40 ; 5.159,40 ; 5.159,40 ; 5.159,40 ; 5.159,40 ; 5.159,40 ; -   ; -   
2021;1;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;16452;04310392000146;UNIVERSIDADE ANHANGUERA DE S√O PAULO;457;Universidade;SP;S„o Paulo;OSASCO;543;Osasco;SP;Osasco;35057;3515;Metropolitana de S„o Paulo;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM¡CIA, NUTRI«√O E CURSOS RELACIONADOS;120920; 559,74 ;44904;FISIOTERAPIA;MATUTINO;Bacharelado;3;74;22;52;0; 70.215,96 ; 7.541,76 ; 6.792,84 ; 7.058,34 ; 6.943,20 ; 7.938,60 ; 6.230,40 ; 7.283,82 ; 6.738,60 ; 6.738,60 ; 6.949,80 ; -   ; -   ; 44.568,93 ; 4.013,46 ; 3.804,00 ; 3.844,80 ; 3.413,43 ; 5.617,53 ; 4.375,62 ; 5.154,21 ; 4.732,52 ; 4.732,52 ; 4.880,84 ; -   ; -   
2021;1;IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.;545;02608755000107;Faculdade Est·cio do Amap· - Est·cio Amap·;2380;Faculdade ;AP;Macap·;MACAP¡;659119;Macap·;AP;Macap·;16003;1602;Sul do Amap·;CURSOS NAO PRIORITARIOS;DIREITO, COM…RCIO EXTERIOR, BIBLIOTECONOMIA E CURSOS RELACIONADOS;118195; 558,34 ;79051;DIREITO;NOTURNO;Bacharelado;4;80;32;48;3; 99.420,00 ; 9.942,00 ; 9.942,00 ; 9.942,00 ; 9.942,00 ; 9.942,00 ; 9.942,00 ; 9.942,00 ; 9.942,00 ; 9.942,00 ; 9.942,00 ; -   ; -   ; 69.594,00 ; 6.959,40 ; 6.959,40 ; 6.959,40 ; 6.959,40 ; 6.959,40 ; 6.959,40 ; 6.959,40 ; 6.959,40 ; 6.959,40 ; 6.959,40 ; -   ; -   
2021;1;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;16452;04310392000146;UNIVERSIDADE ANHANGUERA;671;Universidade;MS;Campo Grande;CAMPO GRANDE/MS - MATRIZ;706710;Campo Grande;MS;Campo Grande;50004;5002;Centro Norte de Mato Grosso do S;CURSOS NAO PRIORITARIOS;ADMINISTRA«√O, ADMINISTRA«√O P⁄BLICA, GEST√O, LOGÕSTICA, NEG”CIOS E CURSOS RELACIONADOS;121835; 546,94 ;15542;ADMINISTRA«√O;NOTURNO;Bacharelado;3;383;114;269;0; 55.975,32 ; 6.739,26 ; 6.632,16 ; 7.541,52 ; 5.623,20 ; 6.351,96 ; 6.824,40 ; 7.597,02 ; 8.665,80 ; -   ; -   ; -   ; -   ; 35.109,94 ; 3.774,00 ; 3.714,00 ; 4.108,03 ; 2.764,49 ; 4.494,83 ; 4.792,77 ; 5.375,84 ; 6.085,98 ; -   ; -   ; -   ; -   
2021;1;BRASIL EDUCACAO S/A;3052;05648257000178;CENTRO UNIVERSIT¡RIO UNA;344;Centro Universit·rio;MG;Belo Horizonte;CRISTIANO MACHADO;1109171;Belo Horizonte;MG;Belo Horizonte;31030;3107;Metropolitana de Belo Horizonte;CURSOS DA ¡REA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR;BIOLOGIA (LIC), MATEM¡TICA (LIC), LETRAS-PORTUGU S E CURSOS RELACIONADOS;119724; 552,86 ;1520538;MATEM¡TICA;NOTURNO;Licenciatura;Autorizado;20;5;0;0; 40.752,00 ; 5.094,00 ; 5.094,00 ; 5.094,00 ; 5.094,00 ; 5.094,00 ; 5.094,00 ; 5.094,00 ; 5.094,00 ; -   ; -   ; -   ; -   ; 40.752,00 ; 5.094,00 ; 5.094,00 ; 5.094,00 ; 5.094,00 ; 5.094,00 ; 5.094,00 ; 5.094,00 ; 5.094,00 ; -   ; -   ; -   ; -   
2021;1;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;16452;04310392000146;FACULDADE ANHANGUERA DE JUNDIA√ç;1412;Faculdade ;SP;JundiaÌ;FACULDADE ANHANGUERA DE JUNDIA√ç;658459;JundiaÌ;SP;JundiaÌ;35047;3512;Macro Metropolitana Paulista;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;ENGENHARIA EL…TRICA, ELETR‘NICA, DA COMPUTA«√O E CURSOS RELACIONADOS;120797; 528,80 ;49107;ENGENHARIA DE COMPUTA«√O;NOTURNO;Bacharelado;5;225;112;113;0; 95.743,56 ; 8.453,58 ; 8.239,26 ; 9.415,08 ; 8.527,20 ; 9.503,04 ; 8.560,20 ; 10.482,18 ; 11.239,80 ; 11.839,02 ; 9.484,20 ; -   ; -   ; 61.334,76 ; 4.314,06 ; 4.614,00 ; 5.128,56 ; 4.192,20 ; 6.724,58 ; 6.011,82 ; 7.417,44 ; 7.893,72 ; 8.377,61 ; 6.660,77 ; -   ; -   
2021;1;AESGF ENSINO SUPERIOR DA GRANDE FLORIANOPOLIS LTDA;847;00118723000190;INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIAN”POLIS;1267;Faculdade ;SC;S„o JosÈ;C…LIO VEIGA;1076296;S„o JosÈ;SC;FlorianÛpolis;42016;4205;Grande FlorianÛpolis;CURSOS NAO PRIORITARIOS;CI NCIAS SOCIAIS, POLÕTICAS, ECON‘MICAS E CONT¡BEIS, PSICOLOGIA E SECRETARIADO;121534; 623,14 ;1441117;PSICOLOGIA;NOTURNO;Bacharelado;4;100;40;60;0; 62.400,87 ; 8.495,26 ; 5.303,21 ; 5.927,12 ; 6.223,48 ; 5.927,12 ; 6.223,48 ; 5.927,12 ; 6.223,48 ; 5.927,12 ; 6.223,48 ; -   ; -   ; 49.071,14 ; 5.946,68 ; 4.242,57 ; 4.741,70 ; 4.978,78 ; 4.741,69 ; 4.978,78 ; 4.741,69 ; 4.978,78 ; 4.741,69 ; 4.978,78 ; -   ; -   
2021;1;FUNDACAO PRESIDENTE ANTONIO CARLOS;221;17080078000166;Faculdade Presidente AntÙnio Carlos de Uberl‚ndia;14248;Faculdade ;MG;Uberl‚ndia;Unidade Delta;1057273;Uberl‚ndia;MG;Uberl‚ndia;31018;3105;Tri‚ngulo Mineiro/Alto ParanaÌba;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;CI NCIA DA COMPUTA«√O E SISTEMAS DE INFORMA«√O E CURSOS RELACIONADOS;119601; 476,34 ;1085586;AN¡LISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;TecnolÛgico;3;80;20;0;0; 32.152,89 ; 6.468,00 ; 6.468,00 ; 6.463,80 ; 6.606,62 ; 6.146,47 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 17.684,08 ; 3.557,40 ; 3.557,40 ; 3.555,09 ; 3.633,64 ; 3.380,55 ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;1;IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.;545;02608755000107;Centro Universit·rio Est·cio do Cear·;1107;Centro Universit·rio;CE;Fortaleza;VIA CORPVS;1870;Fortaleza;CE;Fortaleza;23016;2303;Metropolitana de Fortaleza;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM¡CIA, NUTRI«√O E CURSOS RELACIONADOS;118528; 610,48 ;5000235;ENFERMAGEM;VESPERTINO;Bacharelado;4;150;60;90;1; 69.420,00 ; 6.942,00 ; 6.942,00 ; 6.942,00 ; 6.942,00 ; 6.942,00 ; 6.942,00 ; 6.942,00 ; 6.942,00 ; 6.942,00 ; 6.942,00 ; -   ; -   ; 48.594,00 ; 4.859,40 ; 4.859,40 ; 4.859,40 ; 4.859,40 ; 4.859,40 ; 4.859,40 ; 4.859,40 ; 4.859,40 ; 4.859,40 ; 4.859,40 ; -   ; -   
2021;1;IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.;545;02608755000107;Centro Universit·rio Est·cio da Bahia;1058;Centro Universit·rio;BA;Salvador;FRATELLI VITA;149637;Salvador;BA;Salvador;29021;2905;Metropolitana de Salvador;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;ENGENHARIA DE PRODU«√O, DE MATERIAIS E CURSOS RELACIONADOS;119362;  ;1496405;ENGENHARIA DE PRODU«√O;MATUTINO;Bacharelado;Autorizado;50;12;38;0; 71.134,30 ; 7.113,43 ; 7.113,43 ; 7.113,43 ; 7.113,43 ; 7.113,43 ; 7.113,43 ; 7.113,43 ; 7.113,43 ; 7.113,43 ; 7.113,43 ; -   ; -   ; 49.794,00 ; 4.979,40 ; 4.979,40 ; 4.979,40 ; 4.979,40 ; 4.979,40 ; 4.979,40 ; 4.979,40 ; 4.979,40 ; 4.979,40 ; 4.979,40 ; -   ; -   
2021;1;IME INSTITUTO METROPOLITANO DE ENSINO LTDA;1416;03817341000142;Centro Universit·rio CEUNI - FAMETRO;2147;Centro Universit·rio;AM;Manaus;UNIDADE 6 (ZONA LESTE);1095904;Manaus;AM;Manaus;13007;1303;Centro Amazonense;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM¡CIA, NUTRI«√O E CURSOS RELACIONADOS;117952; 545,94 ;1458195;FARM¡CIA;NOTURNO;Bacharelado;Autorizado;100;25;0;1; 66.533,30 ; 6.653,33 ; 6.653,33 ; 6.653,33 ; 6.653,33 ; 6.653,33 ; 6.653,33 ; 6.653,33 ; 6.653,33 ; 6.653,33 ; 6.653,33 ; -   ; -   ; 30.463,86 ; 3.049,44 ; 3.049,44 ; 3.049,44 ; 3.202,22 ; 3.202,22 ; 2.982,22 ; 2.982,22 ; 2.982,22 ; 2.982,22 ; 2.982,22 ; -   ; -   
2021;1;IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.;545;02608755000107;Centro Universit·rio Est·cio da Bahia;1058;Centro Universit·rio;BA;Salvador;GILBERTO GIL;658226;Salvador;BA;Salvador;29021;2905;Metropolitana de Salvador;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM¡CIA, NUTRI«√O E CURSOS RELACIONADOS;119351; 567,70 ;90329;FARM¡CIA;NOTURNO;Bacharelado;3;100;30;70;4; 77.134,30 ; 7.713,43 ; 7.713,43 ; 7.713,43 ; 7.713,43 ; 7.713,43 ; 7.713,43 ; 7.713,43 ; 7.713,43 ; 7.713,43 ; 7.713,43 ; -   ; -   ; 53.994,00 ; 5.399,40 ; 5.399,40 ; 5.399,40 ; 5.399,40 ; 5.399,40 ; 5.399,40 ; 5.399,40 ; 5.399,40 ; 5.399,40 ; 5.399,40 ; -   ; -   
2021;1;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;16452;04310392000146;FACULDADE ANHANGUERA DE NEG”CIOS E TECNOLOGIAS DA INFORMA«√O;1710;Faculdade ;DF;BrasÌlia;FACULDADE DE NEG”CIOS E TECNOLOGIAS DA INFORMA«√O;658704;BrasÌlia;DF;BrasÌlia;53001;5301;Distrito Federal;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;ENGENHARIA EL…TRICA, ELETR‘NICA, DA COMPUTA«√O E CURSOS RELACIONADOS;122207; 456,66 ;119056;ENGENHARIA EL…TRICA;NOTURNO;Bacharelado;3;190;57;133;1; 88.398,24 ; 8.346,42 ; 7.703,58 ; 8.236,68 ; 7.471,20 ; 8.174,52 ; 6.481,20 ; 7.761,00 ; 11.992,20 ; 12.008,04 ; 10.223,40 ; -   ; -   ; 57.338,01 ; 4.674,00 ; 4.314,00 ; 4.486,70 ; 3.673,04 ; 5.784,48 ; 4.551,75 ; 5.491,89 ; 8.422,11 ; 8.760,15 ; 7.179,89 ; -   ; -   
2021;1;CENTRO INTEGRADO PARA FORMACAO DE EXECUTIVOS;485;08241911000112;Centro Universit·rio FACEX;724;Centro Universit·rio;RN;Natal;CAMPUS CAPIM MACIO;701230;Natal;RN;Natal;24018;2404;Leste Potiguar;CURSOS NAO PRIORITARIOS;CI NCIAS SOCIAIS, POLÕTICAS, ECON‘MICAS E CONT¡BEIS, PSICOLOGIA E SECRETARIADO;118732; 574,08 ;88718;PSICOLOGIA;MATUTINO;Bacharelado;4;50;20;30;2; 68.400,00 ; 6.840,00 ; 6.840,00 ; 6.840,00 ; 6.840,00 ; 6.840,00 ; 6.840,00 ; 6.840,00 ; 6.840,00 ; 6.840,00 ; 6.840,00 ; -   ; -   ; 58.140,00 ; 5.814,00 ; 5.814,00 ; 5.814,00 ; 5.814,00 ; 5.814,00 ; 5.814,00 ; 5.814,00 ; 5.814,00 ; 5.814,00 ; 5.814,00 ; -   ; -   
2021;1;FACS SERVICOS EDUCACIONAIS LTDA;268;13526884000164;UNIVERSIDADE SALVADOR;385;Universidade;BA;Salvador;CAMPUS PROFESSOR BARROS;6999;Salvador;BA;Salvador;29021;2905;Metropolitana de Salvador;CURSOS NAO PRIORITARIOS;CI NCIAS BIOL”GICAS (BEL), BIOMEDICINA, BIOTECNOLOGIA E CURSOS RELACIONADOS;119416; 514,82 ;1258710;BIOMEDICINA;NOTURNO;Bacharelado;3;155;46;0;1; 90.413,20 ; 11.301,65 ; 11.301,65 ; 11.301,65 ; 11.301,65 ; 11.301,65 ; 11.301,65 ; 11.301,65 ; 11.301,65 ; -   ; -   ; -   ; -   ; 90.413,20 ; 11.301,65 ; 11.301,65 ; 11.301,65 ; 11.301,65 ; 11.301,65 ; 11.301,65 ; 11.301,65 ; 11.301,65 ; -   ; -   ; -   ; -   
2021;1;YDUQS EDUCACIONAL LTDA.;1174;03681572000171;Centro Universit·rio Facid Wyden;1734;Centro Universit·rio;PI;Teresina;TERESINA - HORTO FLORESTAL;658725;Teresina;PI;Teresina;22003;2202;Centro-Norte Piauiense;CURSOS NAO PRIORITARIOS;COMUNICA«√O, DESIGN, AUDIO VISUAL E CURSOS RELACIONADOS;118454; 527,80 ;1284579;DESIGN GR¡FICO;NOTURNO;TecnolÛgico;3;20;6;0;0; 21.490,52 ; 5.372,63 ; 5.372,63 ; 5.372,63 ; 5.372,63 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 21.490,52 ; 5.372,63 ; 5.372,63 ; 5.372,63 ; 5.372,63 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;1;YDUQS EDUCACIONAL LTDA.;1174;03681572000171;Centro Universit·rio FBV Wyden;1255;Centro Universit·rio;PE;Recife;IMBIRIBEIRA - RECIFE;658354;Recife;PE;Recife;26017;2605;Metropolitana de Recife;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;CI NCIA DA COMPUTA«√O E SISTEMAS DE INFORMA«√O E CURSOS RELACIONADOS;118980; 562,10 ;1258648;REDES DE COMPUTADORES;NOTURNO;TecnolÛgico;4;100;40;0;1; 37.941,10 ; 7.588,22 ; 7.588,22 ; 7.588,22 ; 7.588,22 ; 7.588,22 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 37.941,10 ; 7.588,22 ; 7.588,22 ; 7.588,22 ; 7.588,22 ; 7.588,22 ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2021;1;FACS SERVICOS EDUCACIONAIS LTDA;268;13526884000164;UNIVERSIDADE SALVADOR;385;Universidade;BA;Salvador;CAMPUS SANTA M‘NICA;6801;Feira de Santana;BA;Feira de Santana;29012;2903;Centro Norte Baiano;CURSOS NAO PRIORITARIOS;DIREITO, COM…RCIO EXTERIOR, BIBLIOTECONOMIA E CURSOS RELACIONADOS;119280; 602,58 ;1384010;DIREITO;NOTURNO;Bacharelado;4;50;5;0;3; 84.000,00 ; 8.400,00 ; 8.400,00 ; 8.400,00 ; 8.400,00 ; 8.400,00 ; 8.400,00 ; 8.400,00 ; 8.400,00 ; 8.400,00 ; 8.400,00 ; -   ; -   ; 84.000,00 ; 8.400,00 ; 8.400,00 ; 8.400,00 ; 8.400,00 ; 8.400,00 ; 8.400,00 ; 8.400,00 ; 8.400,00 ; 8.400,00 ; 8.400,00 ; -   ; -   
2021;1;ASSOCIACAO IGREJA ADVENTISTA MISSIONARIA - AIAMIS;1390;03365403000122;FACUDADE IEDUCARE - FIED;2466;Faculdade ;CE;Tiangu·;CAMPUS  - TIANGU¡ - CENTRO;659163;Tiangu·;CE;Ibiapaba;23002;2301;Noroeste Cearense;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;ENGENHARIA CIVIL E AMBIENTAL, ARQUITETURA E CURSOS RELACIONADOS;118494; 528,78 ;1388556;ARQUITETURA E URBANISMO;MATUTINO;Bacharelado;3;50;15;35;1; 71.245,44 ; 6.360,11 ; 6.360,11 ; 6.665,88 ; 6.727,04 ; 7.522,05 ; 7.522,05 ; 7.522,05 ; 7.522,05 ; 7.522,05 ; 7.522,05 ; -   ; -   ; 71.245,44 ; 6.360,11 ; 6.360,11 ; 6.665,88 ; 6.727,04 ; 7.522,05 ; 7.522,05 ; 7.522,05 ; 7.522,05 ; 7.522,05 ; 7.522,05 ; -   ; -   
2021;1;SOCIEDADE DE PESQUISA EDUCACAO E CULTURA, DR. APARICIO CARVALHO DE MORAES LTDA;757;01129686000188;CENTRO UNIVERSIT¡RIO APARÕCIO CARVALHO;1087;Centro Universit·rio;RO;Porto Velho;UNIDADE  - PORTO VELHO - JARDIM ELDORADO;658249;Porto Velho;RO;Porto Velho;11001;1101;Madeira-GuaporÈ;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM¡CIA, NUTRI«√O E CURSOS RELACIONADOS;117856; 576,88 ;73751;ENFERMAGEM;NOTURNO;Bacharelado;3;80;24;0;0; 86.940,00 ; 8.694,00 ; 8.694,00 ; 8.694,00 ; 8.694,00 ; 8.694,00 ; 8.694,00 ; 8.694,00 ; 8.694,00 ; 8.694,00 ; 8.694,00 ; -   ; -   ; 78.246,00 ; 7.824,60 ; 7.824,60 ; 7.824,60 ; 7.824,60 ; 7.824,60 ; 7.824,60 ; 7.824,60 ; 7.824,60 ; 7.824,60 ; 7.824,60 ; -   ; -   
2021;1;SESG - SOCIEDADE DE EDUCACAO SUPERIOR GUAIRACA LTDA;2390;06060722000118;CENTRO UNIVERSIT¡RIO GUAIRAC¡;3797;Centro Universit·rio;PR;Guarapuava;Unidade I;1036273;Guarapuava;PR;Guarapuava;41029;4108;Centro-Sul Paranaense;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM¡CIA, NUTRI«√O E CURSOS RELACIONADOS;121252; 558,98 ;107286;FISIOTERAPIA;NOTURNO;Bacharelado;3;200;60;20;3; 64.200,00 ; 6.420,00 ; 6.420,00 ; 6.420,00 ; 6.420,00 ; 6.420,00 ; 6.420,00 ; 6.420,00 ; 6.420,00 ; 6.420,00 ; 6.420,00 ; -   ; -   ; 55.854,00 ; 5.585,40 ; 5.585,40 ; 5.585,40 ; 5.585,40 ; 5.585,40 ; 5.585,40 ; 5.585,40 ; 5.585,40 ; 5.585,40 ; 5.585,40 ; -   ; -   
2021;1;CENTRO DE EDUCACAO TECNICA E CULTURAL;11;10847705000100;UNIVERSIDADE CAT”LICA DE PERNAMBUCO;11;Universidade;PE;Recife;POLO NA SEDE;657677;Recife;PE;Recife;26017;2605;Metropolitana de Recife;CURSOS NAO PRIORITARIOS;M⁄SICA, FOTOGRAFIA, PRODU«√O MULTIMÕDIA E CURSOS RELACIONADOS;119009;  ;300950;FILOSOFIA;VESPERTINO;Bacharelado;4;60;18;0;0; 50.432,86 ; 6.241,69 ; 5.992,02 ; 5.992,02 ; 5.992,02 ; 5.992,02 ; 6.741,03 ; 6.741,03 ; 6.741,03 ; -   ; -   ; -   ; -   ; 50.432,86 ; 6.241,69 ; 5.992,02 ; 5.992,02 ; 5.992,02 ; 5.992,02 ; 6.741,03 ; 6.741,03 ; 6.741,03 ; -   ; -   ; -   ; -   
2021;1;FACULDADES INTEGRADAS DE CASTANHAL LTDA - EPP;3135;07931326000181;FACULDADE EST¡CIO DE CASTANHAL;4915;Faculdade ;PA;Castanhal;CASTANHAL;659967;Castanhal;PA;Castanhal;15008;1503;Metropolitana de BelÈm;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM¡CIA, NUTRI«√O E CURSOS RELACIONADOS;118069; 614,28 ;1127033;ENFERMAGEM;NOTURNO;Bacharelado;4;60;24;36;5; 91.705,70 ; 9.170,57 ; 9.170,57 ; 9.170,57 ; 9.170,57 ; 9.170,57 ; 9.170,57 ; 9.170,57 ; 9.170,57 ; 9.170,57 ; 9.170,57 ; -   ; -   ; 64.194,00 ; 6.419,40 ; 6.419,40 ; 6.419,40 ; 6.419,40 ; 6.419,40 ; 6.419,40 ; 6.419,40 ; 6.419,40 ; 6.419,40 ; 6.419,40 ; -   ; -   
2021;1;FACULDADES INTEGRADAS DE CASTANHAL LTDA - EPP;3135;07931326000181;FACULDADE EST¡CIO DE CASTANHAL;4915;Faculdade ;PA;Castanhal;CASTANHAL;659967;Castanhal;PA;Castanhal;15008;1503;Metropolitana de BelÈm;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM¡CIA, NUTRI«√O E CURSOS RELACIONADOS;118069; 614,28 ;1258644;FARM¡CIA;MATUTINO;Bacharelado;4;50;20;30;1; 90.848,60 ; 9.084,86 ; 9.084,86 ; 9.084,86 ; 9.084,86 ; 9.084,86 ; 9.084,86 ; 9.084,86 ; 9.084,86 ; 9.084,86 ; 9.084,86 ; -   ; -   ; 63.594,00 ; 6.359,40 ; 6.359,40 ; 6.359,40 ; 6.359,40 ; 6.359,40 ; 6.359,40 ; 6.359,40 ; 6.359,40 ; 6.359,40 ; 6.359,40 ; -   ; -   
2021;1;FACULDADES INTEGRADAS DE CASTANHAL LTDA - EPP;3135;07931326000181;FACULDADE EST¡CIO DE CASTANHAL;4915;Faculdade ;PA;Castanhal;CASTANHAL;659967;Castanhal;PA;Castanhal;15008;1503;Metropolitana de BelÈm;CURSOS DA ¡REA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR;PEDAGOGIA;118100; 606,86 ;1073315;PEDAGOGIA;MATUTINO;Licenciatura;4;50;20;30;0; 32.907,44 ; 4.113,43 ; 4.113,43 ; 4.113,43 ; 4.113,43 ; 4.113,43 ; 4.113,43 ; 4.113,43 ; 4.113,43 ; -   ; -   ; -   ; -   ; 23.035,20 ; 2.879,40 ; 2.879,40 ; 2.879,40 ; 2.879,40 ; 2.879,40 ; 2.879,40 ; 2.879,40 ; 2.879,40 ; -   ; -   ; -   ; -   
2021;1;FUNDACAO UNIVERSIDADE DE CAXIAS DO SUL;13;88648761000103;UNIVERSIDADE DE CAXIAS DO SUL;13;Universidade;RS;Caxias do Sul;CAMPUS UNIVERSIT¡RIO DE VACARIA;586;Vacaria;RS;Vacaria;43015;4302;Nordeste Rio-grandense;CURSOS NAO PRIORITARIOS;DIREITO, COM…RCIO EXTERIOR, BIBLIOTECONOMIA E CURSOS RELACIONADOS;121641;  ;1113;DIREITO;NOTURNO;Bacharelado;3;60;15;0;0; 83.289,50 ; 8.328,95 ; 8.328,95 ; 8.328,95 ; 8.328,95 ; 8.328,95 ; 8.328,95 ; 8.328,95 ; 8.328,95 ; 8.328,95 ; 8.328,95 ; -   ; -   ; 83.286,50 ; 8.328,65 ; 8.328,65 ; 8.328,65 ; 8.328,65 ; 8.328,65 ; 8.328,65 ; 8.328,65 ; 8.328,65 ; 8.328,65 ; 8.328,65 ; -   ; -   
