NU_ANO;TP_INSCRICAO;CO_CURSO;CO_IES;CO_CATEGAD;CO_ORGACAD;CO_GRUPO;CO_MUNIC_CURSO;CO_UF_CURSO;CO_REGIAO_CURSO
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11316;547;2;10028;12;3304557;33;3
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;11446;548;1;10028;12;2111300;21;2
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12015;569;1;10028;12;1501402;15;1
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12345;570;1;10028;12;2408102;24;2
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
2025;0;12569;571;1;10028;12;4106902;41;4
