NU_ANO;CO_CURSO;QE_I18;QE_I19;QE_I20;QE_I21;QE_I22;QE_I23;QE_I24;QE_I25;QE_I26;QE_I27;QE_I28;QE_I29;QE_I30;QE_I31;QE_I32;QE_I33;QE_I34;QE_I35;QE_I36;QE_I37;QE_I38;QE_I39;QE_I40;QE_I41;QE_I42;QE_I43;QE_I44;QE_I45;QE_I46;QE_I47;QE_I48;QE_I49;QE_I50;QE_I51;QE_I52;QE_I53;QE_I54;QE_I55;QE_I56;QE_I57;QE_I58
2025;1390311;4;4;4;2;2;4;3;3;4;2;4;4;4;4;3;4;7;4;7;3;6;6;3;5;5;7;7;7;7;4;5;5;5;4;3;3;7;7;7;3;3
2025;1202573;6;3;5;6;5;6;6;6;6;2;4;6;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;9
2025;14234;2;2;2;2;5;2;3;6;5;2;2;5;5;2;2;2;6;4;2;5;6;6;2;2;3;3;3;3;2;8;4;1;2;4;4;1;2;3;3;8;6
2025;1421100;2;2;5;2;2;1;2;5;2;2;5;5;1;4;5;3;2;5;3;4;5;4;2;1;1;3;4;4;4;4;4;4;4;4;4;4;4;4;4;7;5
2025;98406;4;4;3;3;5;6;3;6;5;2;6;5;2;1;2;4;5;6;6;4;6;4;2;5;5;4;5;6;6;6;1;1;6;5;4;4;4;4;5;10;2
2025;5000001;6;6;6;5;6;5;5;6;6;2;4;5;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;6;6;6;6;6;7;6;10;10
2025;11316;5;5;8;4;1;3;5;5;4;2;4;4;5;4;3;4;5;5;5;5;4;4;4;4;4;5;5;5;6;2;6;1;3;2;4;2;5;2;6;10;10
2025;14615;6;6;6;2;2;4;4;5;2;2;3;4;4;3;5;5;5;6;3;2;4;4;3;3;4;4;4;5;5;2;2;3;3;4;5;3;4;4;5;9;9
2025;59174;6;6;8;6;1;6;4;4;4;2;4;4;4;3;2;4;3;3;1;4;6;6;6;5;3;6;6;6;6;6;6;2;6;6;6;4;6;6;6;6;0
2025;54494;6;5;6;2;3;2;2;2;3;2;3;2;3;3;3;3;3;3;4;4;3;3;3;3;3;4;3;6;5;5;6;6;6;6;6;6;6;4;5;7;7
2025;1202553;4;3;4;5;4;4;5;5;5;2;1;1;1;1;1;1;3;2;1;1;4;5;1;1;1;1;2;1;3;1;5;1;4;4;4;4;3;3;1;1;4
2025;1190667;6;4;1;4;4;6;5;5;5;2;4;3;4;7;3;3;4;4;3;6;4;5;5;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;7;7
2025;5000979;4;3;8;3;6;6;5;4;6;2;5;3;1;1;1;2;3;3;3;6;6;6;1;2;2;1;2;6;3;3;2;3;5;4;2;1;1;2;3;6;0
2025;12569;5;5;6;4;2;3;3;5;6;2;3;6;5;5;5;6;6;6;6;4;4;4;4;4;4;6;6;6;6;3;6;6;6;6;5;4;6;6;5;10;9
2025;5000979;6;6;6;5;4;5;4;4;3;2;3;3;1;2;2;5;5;6;5;6;6;4;5;5;6;6;6;6;6;4;6;6;6;6;6;6;6;6;6;10;2
2025;5000930;6;4;2;5;5;3;5;5;4;2;4;6;6;4;5;6;6;6;6;5;4;6;6;6;6;5;6;6;5;6;6;6;6;3;5;5;5;5;6;10;9
2025;65924;2;2;3;1;1;2;2;3;2;2;2;1;1;1;1;3;4;3;5;1;1;2;2;2;1;3;3;2;2;2;3;3;2;2;2;2;4;3;3;3;1
2025;97679;3;4;4;4;3;5;5;6;4;2;3;4;2;2;2;4;5;6;3;3;4;6;4;6;6;5;5;6;5;3;4;4;4;4;5;2;4;5;5;9;8
2025;6496;4;1;3;3;3;3;5;4;5;2;6;6;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;10
2025;13453;1;1;3;3;4;2;2;6;6;2;3;1;8;2;1;5;6;3;3;8;2;1;2;5;1;6;3;6;6;1;6;1;6;6;3;3;6;6;6;9;4
2025;1173014;3;3;3;3;3;2;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;5;4;3;3;3;6;6;6;5;5;5;6;5;5;6;6;5;5;2;2
2025;100956;3;1;5;6;5;6;4;5;5;2;5;4;3;2;2;4;6;4;5;2;5;5;3;3;4;4;5;6;7;4;5;5;5;5;6;5;6;6;5;9;7
2025;100956;2;4;4;5;5;5;3;6;3;2;5;4;3;5;3;5;5;5;2;5;5;5;2;2;4;5;5;5;5;5;5;3;6;6;6;6;5;4;6;10;5
2025;7676;4;3;5;4;3;4;5;5;5;2;4;4;3;3;2;4;3;4;3;6;5;6;5;5;5;4;6;6;6;5;6;5;6;6;6;5;6;5;5;6;8
2025;1026;6;2;6;3;2;6;5;6;3;2;3;3;1;6;2;4;2;6;3;6;6;2;1;4;6;6;6;6;6;2;6;6;6;6;3;3;6;6;6;6;6
2025;100956;4;3;8;5;5;4;5;6;6;2;3;4;5;2;5;4;4;6;4;5;5;6;4;5;6;5;5;6;5;8;6;2;5;6;4;3;5;4;4;8;7
2025;1107;6;3;4;4;3;2;4;4;6;2;3;6;3;2;5;6;6;4;2;7;6;6;3;3;4;6;5;5;3;2;6;1;3;3;2;2;3;3;3;8;9
2025;84408;6;6;5;4;2;3;3;5;4;2;4;2;3;4;4;4;5;4;4;4;3;5;3;4;3;4;4;5;5;4;4;4;4;5;4;3;4;5;5;7;8
2025;14359;5;5;8;4;3;5;3;5;5;2;3;4;3;7;7;5;5;5;4;5;4;2;3;8;8;4;5;5;5;1;3;1;5;2;2;4;2;1;4;9;8
2025;107766;4;3;4;4;5;5;4;5;3;2;5;6;4;6;5;5;5;5;5;5;4;5;4;3;4;5;5;5;6;6;6;6;5;6;6;6;5;4;6;9;7
2025;86288;3;4;1;2;6;6;3;6;5;2;2;5;2;2;4;3;6;4;6;3;5;4;4;3;3;6;6;6;5;6;6;6;6;6;5;5;6;6;6;9;8
2025;12569;6;6;1;5;2;4;4;6;6;2;4;3;2;4;5;6;6;6;3;6;5;4;4;5;3;6;6;6;6;2;6;8;6;6;6;6;6;6;6;8;10
2025;100956;3;2;8;6;4;5;6;6;6;2;3;4;4;4;5;6;6;6;4;6;6;6;3;4;5;4;6;6;4;4;6;6;6;6;5;6;4;6;6;9;9
2025;86356;3;3;5;4;3;3;3;5;1;2;5;4;5;5;5;4;5;5;5;5;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;9
2025;14725;3;4;3;3;2;6;6;6;5;2;4;5;4;4;6;6;6;6;4;3;6;5;3;3;2;6;6;6;6;2;6;2;4;6;6;4;6;5;5;8;9
2025;1427370;3;3;3;3;3;3;3;2;3;2;2;2;2;2;2;2;2;2;2;3;2;5;5;5;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;2;0
2025;5000841;6;6;8;3;4;3;3;5;6;2;3;6;5;4;4;6;6;6;4;6;6;6;6;6;6;6;6;6;6;6;6;3;6;6;6;6;6;6;6;10;10
2025;1192047;5;5;8;5;4;4;5;4;6;2;6;5;5;5;5;5;5;6;5;3;5;6;5;5;4;5;6;6;6;5;6;6;6;6;6;5;5;5;5;10;9
2025;5001183;2;2;4;3;1;2;2;4;4;2;2;5;2;1;1;2;2;5;2;2;3;5;4;3;2;7;4;4;3;4;3;1;4;4;4;3;4;4;4;5;5
2025;13453;6;6;6;4;5;4;4;4;4;2;4;4;5;5;2;3;4;5;5;3;6;5;4;4;3;6;5;5;5;1;6;1;5;5;4;3;4;4;5;9;9
2025;1399485;5;4;6;6;4;5;4;4;5;2;4;5;6;4;4;5;4;5;4;4;5;5;5;5;5;5;5;5;6;4;5;5;4;5;4;6;4;6;6;9;9
2025;71689;6;4;3;4;3;4;5;4;5;2;4;3;1;3;2;2;4;5;4;4;.;3;2;8;8;4;4;4;3;8;4;8;3;3;2;5;5;3;4;8;6
2025;1408508;3;3;3;2;1;3;3;3;5;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;5;5;4;4;5;5;5;5;4;4;4;4;4;10;5
2025;86288;3;3;4;2;2;5;3;3;4;2;3;4;5;2;2;5;4;4;3;2;2;2;3;5;5;5;4;4;5;5;4;4;4;4;4;4;4;4;4;6;5
2025;86356;6;3;8;3;5;4;2;5;1;2;2;3;4;3;3;6;5;5;3;6;6;5;5;5;1;4;6;6;3;5;6;1;6;6;4;4;4;6;6;7;3
2025;53338;5;3;4;3;2;4;4;4;2;2;3;3;3;2;5;3;4;4;4;4;5;3;3;2;1;4;5;5;5;1;5;5;3;4;5;2;5;4;5;8;10
2025;90847;6;6;4;4;3;6;3;5;6;2;6;5;6;6;6;6;5;4;3;3;6;6;6;6;6;5;5;6;6;4;5;6;6;6;6;5;6;6;6;9;7
2025;1202553;6;6;1;2;1;4;3;4;3;2;3;1;1;2;3;2;3;4;3;6;4;3;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;3;5
2025;1408259;4;4;3;1;3;2;4;5;6;2;2;1;1;2;3;2;3;3;3;2;3;2;4;6;6;3;3;4;2;4;4;4;4;4;4;4;3;4;4;10;1
2025;91219;5;3;4;3;2;2;4;4;4;2;4;4;4;3;3;4;4;4;4;4;5;4;4;3;3;3;6;6;6;5;5;5;6;6;6;6;6;6;6;8;8
2025;758;4;3;8;3;3;4;3;5;4;2;5;3;2;3;4;3;4;5;5;4;3;2;2;3;2;3;3;4;5;5;4;4;5;4;4;4;4;4;5;9;9
2025;12015;6;1;4;3;3;2;3;4;3;2;3;2;2;4;2;3;4;3;3;3;3;2;1;1;1;6;5;5;4;2;4;2;4;2;3;3;4;3;5;8;5
2025;1327450;4;4;6;3;3;5;3;3;3;2;3;2;4;4;2;5;5;5;2;3;6;5;5;5;4;5;5;5;5;2;4;4;4;4;4;4;5;4;5;9;7
2025;5000812;4;3;6;6;6;6;6;5;5;2;2;2;4;2;5;2;5;6;3;2;3;5;4;5;5;4;6;6;6;6;6;6;6;6;6;6;6;6;6;10;6
2025;90059;3;4;6;6;6;6;6;6;4;2;3;6;3;4;2;2;6;6;6;3;4;6;1;4;5;6;6;6;6;3;5;4;5;4;6;5;6;6;6;6;4
2025;85652;2;1;5;4;5;4;2;4;4;2;4;1;1;2;5;2;2;5;4;5;4;5;2;1;3;5;6;6;5;2;6;1;5;4;4;3;5;6;5;8;7
2025;7676;4;3;6;6;4;5;6;6;6;2;3;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;10
2025;91399;3;2;4;4;4;4;5;4;5;2;5;6;4;3;4;4;6;6;6;6;6;6;6;6;3;4;6;6;6;6;6;6;6;6;6;6;6;6;6;8;8
2025;1385538;3;2;8;4;2;6;5;5;6;2;6;2;2;1;6;2;2;3;3;6;2;2;2;5;1;6;6;6;6;4;3;3;6;6;6;4;6;6;6;6;6
2025;389;4;4;8;2;2;2;2;3;3;2;2;2;2;2;1;2;2;3;2;3;3;2;2;2;1;2;4;4;4;4;4;2;4;4;4;4;4;4;4;7;7
2025;1173014;3;4;3;3;3;4;3;5;5;2;3;2;3;3;2;4;5;5;3;5;5;5;4;5;3;3;5;5;5;4;4;4;5;4;3;4;3;4;4;7;6
2025;13286;6;4;5;5;4;4;3;5;4;2;3;3;3;3;2;3;3;4;3;5;4;3;3;3;1;3;5;6;5;3;5;8;5;5;4;3;4;4;4;8;8
2025;91219;2;1;1;6;1;6;3;4;6;2;5;1;1;1;1;2;4;6;3;5;5;2;1;1;3;3;6;6;4;4;4;2;6;6;6;6;6;6;6;9;1
2025;1178672;3;3;3;4;3;4;4;4;4;2;4;4;4;2;4;5;5;5;5;2;5;6;5;5;5;6;5;5;5;3;5;1;5;5;4;2;4;4;4;9;9
2025;86356;3;3;8;3;3;6;6;5;3;2;6;2;6;6;4;6;6;6;6;6;6;6;5;5;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;10
2025;14615;2;1;8;4;3;5;4;6;6;2;4;5;3;4;4;6;5;5;6;5;5;5;4;4;4;5;5;6;6;3;6;5;6;5;6;6;5;5;5;5;8
2025;5345;3;5;8;5;5;4;4;5;6;2;5;5;5;4;5;5;5;6;4;6;3;5;6;6;6;6;6;6;6;5;6;6;6;4;6;6;6;6;6;8;10
2025;100956;5;5;5;6;4;5;6;4;4;2;4;4;6;6;4;5;5;4;4;4;5;6;6;5;6;5;5;6;5;5;4;5;5;5;6;6;5;5;5;10;7
2025;97679;5;5;3;1;4;6;4;3;1;2;1;1;2;1;1;1;5;6;1;2;4;2;1;2;1;2;4;4;2;1;2;3;4;1;3;4;4;2;5;5;0
2025;38071;3;2;3;4;4;5;2;4;4;2;4;2;1;3;3;3;3;3;4;7;6;5;1;2;2;3;4;4;5;4;4;4;3;3;3;3;5;3;4;7;7
2025;11446;4;5;6;5;6;6;6;5;6;2;6;2;2;4;2;5;5;6;6;6;3;2;2;2;1;4;6;6;2;6;6;1;5;5;2;2;5;5;5;6;6
2025;1399477;3;2;4;5;6;5;3;6;4;2;4;3;4;7;7;3;5;4;4;4;5;5;4;4;4;5;5;5;5;8;6;8;6;6;6;6;6;6;6;7;7
2025;5000001;5;5;2;3;4;2;3;4;5;2;3;3;1;4;4;3;3;3;2;4;5;5;1;2;4;3;3;5;4;3;2;2;3;3;2;4;6;4;4;5;5
2025;65114;7;4;6;6;3;6;5;5;6;2;5;1;4;2;2;5;5;6;5;5;6;6;4;2;1;5;6;6;5;4;4;2;4;5;5;4;4;5;3;10;7
2025;7705;4;5;6;5;6;6;5;6;5;2;3;2;6;5;5;4;5;5;5;5;5;6;2;6;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;7;7
2025;72669;3;3;4;4;3;3;4;5;3;2;5;4;4;2;2;3;4;4;5;4;4;3;3;4;3;4;5;4;4;5;4;6;4;4;4;4;6;4;4;9;7
2025;86356;1;1;8;4;3;6;5;5;1;2;1;4;4;5;6;5;5;5;5;5;6;6;6;4;2;6;6;6;6;4;6;6;6;6;6;6;6;6;6;7;7
2025;74655;6;6;3;3;3;4;2;3;6;2;4;2;3;1;1;3;3;4;3;4;4;2;2;2;2;1;5;5;5;4;3;1;5;3;4;2;2;4;4;10;5
2025;1261972;5;3;8;3;2;4;4;4;4;2;5;1;2;1;4;3;4;4;4;3;5;2;3;2;2;4;5;5;4;5;5;3;5;4;4;4;4;4;5;8;8
2025;6496;3;4;4;3;2;3;3;2;4;2;3;2;4;3;5;3;3;6;4;5;3;3;3;1;2;4;4;4;4;4;3;5;4;4;4;4;4;4;4;8;7
2025;107666;3;2;5;3;2;4;4;4;3;2;4;4;2;2;1;4;4;3;2;2;5;3;4;4;3;4;3;3;4;4;5;5;4;3;4;3;5;5;4;7;7
2025;16236;4;5;5;4;2;4;3;4;5;2;5;4;5;3;6;5;6;5;4;5;6;5;5;5;5;5;5;5;6;3;5;5;5;5;6;5;4;5;5;8;8
2025;3418;6;6;8;3;6;2;5;4;6;2;3;2;6;3;2;4;3;4;2;2;6;3;2;4;2;5;6;6;6;2;6;1;6;6;5;6;3;6;6;3;8
2025;2304;5;1;8;6;6;6;6;6;6;2;6;4;6;4;5;6;6;6;6;6;4;6;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;10
2025;1216474;3;3;4;3;2;4;3;5;5;2;3;2;2;4;3;3;3;5;4;4;4;5;5;4;3;4;5;5;4;3;5;5;5;5;4;4;4;4;4;6;6
2025;1202573;3;3;1;5;5;6;6;5;4;2;4;2;1;1;3;2;5;6;4;2;6;5;1;2;1;2;5;5;5;5;2;2;4;4;5;5;5;5;5;10;3
2025;14359;3;5;5;5;2;2;2;5;3;2;4;4;5;5;5;5;5;5;5;3;4;2;2;4;3;4;6;6;6;5;5;5;6;6;5;6;6;6;6;9;8
2025;1385538;2;1;2;5;4;5;3;4;4;2;4;3;3;2;3;2;4;4;4;4;4;5;5;5;4;3;3;5;5;3;4;4;3;3;4;2;3;3;3;7;5
2025;16236;3;2;8;3;3;3;4;3;5;2;4;3;3;3;4;4;4;5;4;2;6;6;6;5;4;6;6;5;6;5;5;3;6;5;6;5;5;5;4;7;8
2025;13453;6;6;6;3;3;6;3;3;3;2;3;2;3;2;2;3;6;6;6;2;2;6;3;4;2;6;6;6;6;2;6;1;6;6;6;6;6;6;6;10;10
2025;5000930;4;6;8;4;1;4;3;4;4;2;2;3;4;2;6;5;5;4;3;6;4;6;4;6;5;5;3;4;4;6;4;2;5;3;5;5;3;4;2;9;4
2025;1385538;2;2;8;3;2;2;2;2;3;2;3;4;5;1;2;3;5;5;5;2;3;4;6;5;5;6;5;6;6;2;6;6;6;6;3;3;3;5;4;5;5
2025;1135207;3;6;8;5;5;6;6;5;5;2;4;5;4;4;6;5;6;4;6;6;6;6;4;6;5;5;6;6;6;6;5;5;5;5;5;4;6;6;6;8;8
2025;1191415;6;6;6;6;6;6;6;6;6;2;6;2;6;6;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;10
2025;14359;5;5;5;4;4;4;4;4;5;2;4;3;1;2;2;3;4;5;4;4;4;1;1;1;2;3;5;5;5;3;5;1;5;5;5;4;4;4;5;7;7
2025;7705;4;4;5;5;5;5;5;4;5;2;5;4;4;4;2;4;5;5;5;4;6;5;4;5;5;5;4;5;5;2;4;2;2;4;3;4;4;4;5;9;7
2025;1202573;6;4;2;6;5;6;5;6;3;2;4;3;6;5;3;5;6;6;3;6;6;6;6;6;5;5;6;6;6;2;5;5;6;4;6;4;6;5;6;8;8
2025;14975;6;6;6;4;6;6;6;4;2;2;3;3;4;4;5;5;5;5;4;3;5;3;4;3;3;5;5;5;5;3;6;6;6;6;5;2;3;5;5;10;10
2025;72663;4;2;8;4;5;5;5;4;2;2;1;2;5;4;5;5;6;6;3;2;6;4;6;4;1;6;6;6;6;6;6;8;6;6;5;6;6;6;6;10;9
2025;14725;5;5;5;3;2;5;3;5;5;2;2;5;5;3;2;5;5;5;5;2;6;5;3;8;8;5;5;5;5;8;5;8;5;5;5;5;5;5;5;9;7
2025;1192047;4;4;8;6;6;6;5;5;5;2;5;5;4;4;4;4;5;5;5;4;5;5;4;4;4;7;6;6;5;5;4;7;6;6;5;6;6;6;6;8;7
2025;1292869;3;4;8;3;2;3;3;4;4;2;3;2;2;3;4;3;3;3;3;4;4;4;4;5;3;4;5;5;5;5;5;5;5;5;5;5;5;5;4;10;7
2025;10222;6;5;6;5;4;6;6;6;6;2;5;6;6;2;3;4;5;6;4;5;6;6;6;5;5;6;6;6;5;4;5;2;5;5;5;5;6;6;6;8;7
2025;11446;4;3;3;5;3;4;4;4;5;2;3;3;4;3;6;5;3;5;5;5;4;3;4;5;4;5;5;5;5;5;6;5;5;5;5;5;5;5;5;9;8
2025;8698;3;2;6;3;1;6;3;5;4;2;5;5;7;3;3;5;5;6;4;1;6;6;5;4;3;6;6;6;3;4;6;6;6;6;6;5;6;6;6;8;8
2025;18447;3;5;8;3;5;5;4;5;2;2;6;1;5;7;1;6;4;5;6;4;6;6;5;5;6;6;6;6;6;6;6;1;6;6;4;6;5;6;6;8;5
2025;1202547;2;3;3;3;1;2;2;3;2;2;3;1;2;1;3;3;3;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;2;2;2;2
2025;2918;6;6;8;3;3;3;5;6;4;2;3;5;5;5;5;5;5;5;6;2;6;6;5;5;3;5;5;6;5;4;5;4;5;5;5;5;5;5;4;10;10
2025;484;6;5;6;4;4;5;5;4;4;2;5;6;5;5;3;6;6;5;3;4;5;6;6;5;4;4;5;5;5;1;5;3;5;5;5;5;5;5;5;9;7
2025;4720;6;6;8;2;2;3;3;4;6;2;3;4;4;2;1;6;6;6;3;6;5;5;4;6;6;6;6;6;5;3;5;2;6;4;5;3;4;3;4;10;10
2025;1166567;3;3;5;3;3;3;5;4;3;2;1;3;3;3;2;3;4;4;2;2;3;5;5;5;2;3;3;3;4;1;5;2;2;2;3;3;4;4;3;6;6
2025;12015;3;3;5;4;2;4;2;5;2;2;5;2;2;2;2;5;5;5;4;5;4;3;3;4;4;5;5;5;5;2;4;4;4;5;4;5;5;5;5;9;8
2025;12015;6;3;6;4;4;4;5;5;4;2;4;2;3;3;5;4;4;4;7;6;4;4;1;3;3;5;5;5;5;4;5;4;5;5;4;4;4;4;4;8;8
2025;4503;6;5;5;5;5;6;5;5;1;2;2;4;6;6;6;6;5;6;6;6;6;5;6;6;3;4;4;5;6;3;6;6;6;6;4;4;6;6;6;10;10
2025;1257524;4;3;5;5;3;4;4;5;6;2;5;2;3;2;3;5;6;6;5;3;3;4;3;5;4;6;6;6;6;5;5;2;6;3;4;5;4;6;5;8;6
2025;100956;4;3;8;4;2;3;4;5;4;2;3;2;3;7;3;4;3;5;3;3;3;3;3;6;5;3;6;6;3;4;6;6;6;6;5;3;6;6;5;8;7
2025;16236;6;6;8;4;2;4;3;4;4;2;3;3;3;3;3;4;4;4;4;3;4;4;4;4;3;5;4;5;5;4;4;1;4;4;4;2;4;4;4;8;8
2025;1166567;6;4;6;3;6;3;4;3;2;2;3;4;4;1;2;3;2;5;1;3;6;2;4;6;6;4;6;5;6;5;6;6;6;6;6;6;6;5;6;10;8
2025;1267038;6;5;8;5;2;5;4;5;4;2;6;4;4;6;5;6;6;6;4;3;6;4;3;3;3;5;6;6;5;4;6;6;6;6;6;6;4;5;4;6;8
2025;87537;5;4;4;4;1;5;5;4;2;2;4;4;5;4;6;6;5;5;3;6;5;6;6;6;6;6;5;5;4;6;4;1;4;4;5;5;3;5;4;7;10
2025;1183313;2;2;6;6;3;6;4;5;4;2;3;3;2;4;3;6;6;6;6;5;6;5;4;4;3;6;6;6;6;6;5;5;6;6;6;5;6;6;6;10;10
2025;86356;2;2;8;5;5;5;6;5;2;2;4;5;5;5;4;6;5;5;5;6;6;6;5;4;3;6;6;6;5;5;6;3;6;6;5;4;4;2;4;9;8
2025;1292917;6;6;4;4;4;6;5;6;3;2;3;3;4;5;3;5;6;6;6;6;2;6;6;4;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;8;8
2025;16236;5;4;8;4;3;5;5;4;6;2;5;4;4;4;2;4;5;6;5;6;6;6;6;5;4;4;6;6;6;4;6;6;6;5;6;5;5;5;5;9;9
2025;6496;3;3;1;4;5;2;3;6;2;2;4;3;6;3;3;5;6;4;3;6;6;6;6;6;5;6;5;6;6;2;6;5;6;5;4;3;5;5;5;10;6
2025;87537;2;4;2;3;2;4;4;5;3;2;3;1;2;1;1;3;1;4;5;1;5;5;4;4;4;2;2;3;5;5;2;6;2;1;4;3;1;1;1;8;0
2025;18605;3;3;3;4;5;4;5;5;6;2;3;2;2;3;3;3;5;4;3;6;5;3;1;1;1;5;6;6;5;5;6;6;6;6;6;5;6;6;5;8;8
2025;1184047;2;2;8;3;5;3;2;5;3;2;3;1;1;2;1;2;3;3;1;4;6;5;2;3;4;1;3;5;6;3;1;1;1;1;2;1;2;2;3;6;0
2025;100956;1;2;8;6;3;5;5;6;6;2;6;2;2;1;4;5;5;5;4;5;6;5;5;6;6;2;6;6;6;5;3;3;6;4;5;3;6;6;4;10;6
2025;4720;6;6;8;5;3;5;4;5;5;2;4;3;3;4;3;5;5;5;4;5;4;4;5;6;6;5;6;6;6;3;6;6;6;6;6;6;6;6;6;10;10
2025;1068548;3;3;8;3;4;2;2;2;2;2;2;3;2;2;2;4;5;5;3;6;3;4;3;3;3;5;6;5;5;4;6;6;6;6;5;5;6;6;6;8;10
2025;1257524;5;5;5;5;4;4;4;5;6;2;6;3;3;4;4;5;6;6;6;6;5;4;4;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;9;8
2025;65114;3;3;3;1;1;1;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;2;2;2;6;3;2;5;1;1;2;2;2;2;2;2;2;10;0
2025;1427370;6;6;6;4;4;6;4;4;5;2;4;4;3;3;4;5;5;5;6;6;6;6;4;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;8;8
2025;1321864;6;1;3;6;5;6;6;6;6;2;6;5;5;5;6;6;6;6;6;2;6;6;3;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;8
2025;8698;6;6;6;4;6;6;6;6;6;2;6;6;5;3;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;10
2025;91219;4;3;3;3;4;3;4;4;3;2;3;2;2;3;3;2;2;4;3;3;2;3;3;3;4;3;4;4;3;3;4;3;4;3;2;3;3;4;4;7;7
2025;1109361;6;6;5;5;6;6;5;6;6;2;6;6;4;5;4;6;6;6;6;6;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;5;6;6;6;8;9
2025;12970;6;5;8;5;2;5;5;6;6;2;4;4;4;7;3;5;6;6;6;1;5;4;4;4;4;5;5;6;6;3;6;1;6;4;5;3;6;6;6;10;10
2025;8698;3;3;5;3;3;5;4;5;4;2;3;3;3;4;3;4;3;6;3;4;4;6;4;4;4;4;5;5;6;5;5;5;4;4;4;6;5;5;4;8;8
2025;2918;6;6;8;4;4;5;4;5;4;2;3;4;5;4;5;5;6;4;3;4;6;4;5;5;4;5;4;4;6;4;6;8;3;2;4;5;5;2;3;7;9
2025;9326;2;2;8;4;6;6;5;4;6;2;4;4;5;1;2;4;3;4;4;4;6;5;6;4;3;5;5;5;4;8;4;8;6;5;7;4;4;7;4;10;10
2025;108882;4;4;2;4;2;5;5;5;4;2;3;5;4;3;4;4;4;5;4;6;6;5;3;2;2;3;4;6;5;2;5;2;5;5;4;2;4;4;4;7;5
2025;98406;2;1;6;5;6;6;6;5;6;2;6;6;6;1;1;6;6;6;6;6;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;8
2025;98406;5;2;8;5;2;6;5;5;5;2;5;6;2;5;1;6;6;6;6;4;6;2;1;6;5;4;6;6;6;6;3;1;6;6;6;6;6;6;6;10;0
2025;1399482;8;7;6;3;1;3;4;2;6;2;3;4;3;4;2;4;4;6;3;4;3;2;2;2;2;3;6;6;6;6;5;6;5;6;6;6;6;6;6;5;0
2025;5001466;4;4;3;2;2;3;3;5;3;2;4;3;4;4;4;4;4;5;4;3;5;5;4;4;3;5;5;3;5;5;5;5;4;4;4;4;5;4;4;7;8
2025;2918;6;6;6;3;3;4;5;5;6;2;6;5;5;6;3;5;6;6;6;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;9
2025;8698;3;3;4;5;5;5;4;6;6;2;5;5;3;4;4;5;5;6;6;4;6;4;4;4;3;6;6;6;6;6;5;5;6;6;6;6;6;6;6;8;7
2025;1183313;3;3;3;4;5;4;2;6;6;2;4;6;5;5;3;4;4;5;3;5;5;2;3;5;4;6;5;6;5;3;6;6;6;6;6;5;6;6;6;9;9
2025;85652;6;3;3;2;2;3;3;2;3;2;4;4;4;4;4;4;4;5;6;6;6;6;6;6;6;6;4;6;5;6;6;6;6;6;6;6;6;6;6;0;0
2025;1183313;1;1;6;6;6;6;6;6;6;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;10
2025;72681;6;6;6;4;4;6;6;5;6;2;5;6;6;5;5;5;6;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;10
2025;1104264;3;3;2;2;2;3;2;4;2;2;3;2;3;2;4;4;2;4;3;3;3;5;3;1;2;2;4;2;4;8;3;1;4;2;3;1;1;1;3;2;5
2025;14975;2;2;8;5;3;4;4;5;5;2;3;4;4;4;5;5;5;6;5;4;5;4;5;4;4;5;5;5;5;4;5;5;5;5;5;5;5;5;5;8;8
